"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"NPM1",0,10,0,0,1,0,0,0,0,11,11,11
"TP53",1,0,0,0,8,0,0,2,0,11,9,9
"DNMT3A",1,0,0,0,5,0,0,3,0,9,8,8
"ASXL1",2,2,0,0,1,2,0,1,0,8,8,8
"RUNX1",0,3,2,0,3,0,0,0,0,8,8,8
"TTN",0,2,0,0,7,0,0,0,0,9,7,7
"IDH2",0,0,0,0,7,0,0,0,0,7,7,7
"KRAS",0,0,0,0,7,0,0,0,0,7,7,7
"BCORL1",0,3,0,0,5,0,0,0,0,8,6,6
"FLT3",0,0,0,0,6,0,0,0,0,6,6,6
"KIT",1,0,1,1,3,0,0,0,0,6,5,5
"MUC16",0,0,0,0,6,0,0,0,0,6,5,5
"FAT2",0,0,0,0,4,0,0,0,0,4,4,4
"IDH1",0,0,0,0,4,0,0,0,0,4,4,4
"IQCN",0,0,0,0,4,0,0,0,0,4,4,4
"PAN2",0,0,0,0,3,1,0,0,0,4,4,4
"PRPF8",0,0,0,0,3,0,0,1,0,4,4,4
"DNAH7",0,1,0,0,4,0,0,0,0,5,3,3
"HIVEP3",0,0,0,0,5,0,0,0,0,5,3,3
"KMT2D",0,0,0,0,4,1,0,0,0,5,3,3
"EDC4",0,0,0,0,4,0,0,0,0,4,3,3
"EIF5B",0,1,0,0,2,1,0,0,0,4,3,3
"SETD2",0,2,0,0,2,0,0,0,0,4,3,3
"ADGRL4",1,0,0,0,2,0,0,0,0,3,3,3
"BSN",0,0,0,0,3,0,0,0,0,3,3,3
"C6orf118",0,0,0,0,3,0,0,0,0,3,3,3
"CACNA1C",0,0,0,0,3,0,0,0,0,3,3,3
"CEBPA",0,0,0,2,1,0,0,0,0,3,3,3
"DNAH11",0,0,0,0,2,1,0,0,0,3,3,3
"DOP1B",0,0,0,0,3,0,0,0,0,3,3,3
"ELF4",0,0,0,0,2,1,0,0,0,3,3,3
"FAM13A",0,0,0,0,3,0,0,0,0,3,3,3
"GOLGA1",0,0,0,0,3,0,0,0,0,3,3,3
"ITPR3",0,0,0,0,3,0,0,0,0,3,3,3
"KDM6A",1,0,0,0,2,0,0,0,0,3,3,3
"LNX1",0,0,0,0,3,0,0,0,0,3,3,3
"MAP4",0,1,0,0,2,0,0,0,0,3,3,3
"NF1",0,0,0,0,2,1,0,0,0,3,3,3
"PCLO",0,0,0,0,3,0,0,0,0,3,3,3
"PHF6",0,0,0,0,1,1,0,1,0,3,3,3
"PTPN11",0,0,0,0,3,0,0,0,0,3,3,3
"RAPGEF2",0,0,0,0,2,1,0,0,0,3,3,3
"SAXO2",0,0,0,0,3,0,0,0,0,3,3,3
"SMC1A",0,0,0,0,3,0,0,0,0,3,3,3
"SPEN",0,0,0,0,2,1,0,0,0,3,3,3
"SYTL2",0,0,0,0,3,0,0,0,0,3,3,3
"TRPV5",0,0,0,0,2,1,0,0,0,3,3,3
"UBR4",0,1,0,0,2,0,0,0,0,3,3,3
"USP6",0,0,0,0,3,0,0,0,0,3,3,3
"ZFHX4",0,1,0,0,2,0,0,0,0,3,3,3
"AHNAK2",0,0,0,0,4,0,0,0,0,4,2,2
"FAT1",0,0,0,0,3,1,0,0,0,4,2,2
"AHNAK",0,0,0,0,3,0,0,0,0,3,2,2
"ATP8B4",0,1,0,0,0,2,0,0,0,3,2,2
"BRINP3",0,0,0,0,3,0,0,0,0,3,2,2
"FAT4",0,1,0,0,2,0,0,0,0,3,2,2
"FKBP15",0,0,0,0,3,0,0,0,0,3,2,2
"GPR179",0,0,0,0,3,0,0,0,0,3,2,2
"KIAA1217",0,0,0,0,3,0,0,0,0,3,2,2
"LARP1",0,1,0,0,2,0,0,0,0,3,2,2
"LRP1",0,1,0,0,1,0,0,1,0,3,2,2
"MYH11",0,0,0,0,2,1,0,0,0,3,2,2
"MYH13",0,0,0,0,3,0,0,0,0,3,2,2
"NEB",0,0,0,0,3,0,0,0,0,3,2,2
"SYNE1",0,0,0,0,3,0,0,0,0,3,2,2
"TJAP1",0,0,0,0,3,0,0,0,0,3,2,2
"TNC",0,0,0,0,3,0,0,0,0,3,2,2
"UBA1",0,0,0,0,2,0,0,1,0,3,2,2
"VARS2",0,0,0,0,3,0,0,0,0,3,2,2
"ZBTB39",0,0,0,0,3,0,0,0,0,3,2,2
"ABCA3",0,0,0,0,1,1,0,0,0,2,2,2
"AC092143.1",0,0,0,0,2,0,0,0,0,2,2,2
"ACO1",0,0,0,0,2,0,0,0,0,2,2,2
"ACVR1B",0,0,0,0,2,0,0,0,0,2,2,2
"ADAM12",0,0,0,0,1,0,0,1,0,2,2,2
"ADGRA2",0,0,0,0,2,0,0,0,0,2,2,2
"ADGRG4",0,0,0,0,2,0,0,0,0,2,2,2
"ADSS2",0,0,0,0,1,0,0,1,0,2,2,2
"AFF1",0,0,0,0,2,0,0,0,0,2,2,2
"AK9",0,1,0,0,1,0,0,0,0,2,2,2
"AKAP12",0,0,0,0,2,0,0,0,0,2,2,2
"ALK",0,0,0,0,2,0,0,0,0,2,2,2
"AMOT",0,0,0,0,2,0,0,0,0,2,2,2
"ANK2",0,1,0,0,1,0,0,0,0,2,2,2
"ANKRD30A",0,0,0,0,2,0,0,0,0,2,2,2
"ANO3",0,0,0,0,2,0,0,0,0,2,2,2
"APBA2",0,0,0,0,2,0,0,0,0,2,2,2
"ARHGAP24",0,0,0,0,2,0,0,0,0,2,2,2
"ARHGAP32",0,0,0,0,2,0,0,0,0,2,2,2
"ARID1A",0,0,0,0,2,0,0,0,0,2,2,2
"ASB4",0,0,0,0,0,0,0,2,0,2,2,2
"ASXL2",0,2,0,0,0,0,0,0,0,2,2,2
"ASXL3",1,0,0,0,1,0,0,0,0,2,2,2
"ATP13A5",0,0,0,0,2,0,0,0,0,2,2,2
"ATP1A2",0,0,0,0,2,0,0,0,0,2,2,2
"BBS12",0,0,0,0,2,0,0,0,0,2,2,2
"BLZF1",0,0,0,0,2,0,0,0,0,2,2,2
"BRD4",0,1,0,0,1,0,0,0,0,2,2,2
"BRSK1",0,1,0,0,1,0,0,0,0,2,2,2
"C20orf194",0,0,0,0,2,0,0,0,0,2,2,2
"CACNA1B",0,0,0,0,2,0,0,0,0,2,2,2
"CACNA2D3",0,0,0,0,1,1,0,0,0,2,2,2
"CALCOCO1",0,0,0,0,2,0,0,0,0,2,2,2
"CALR",0,1,0,0,0,0,0,1,0,2,2,2
"CASR",0,0,0,0,2,0,0,0,0,2,2,2
"CASZ1",0,0,0,0,2,0,0,0,0,2,2,2
"CCDC171",0,0,0,0,2,0,0,0,0,2,2,2
"CDH23",0,0,0,0,2,0,0,0,0,2,2,2
"CELF1",0,0,0,0,2,0,0,0,0,2,2,2
"CELSR2",0,1,0,0,1,0,0,0,0,2,2,2
"CEP164",0,0,0,0,2,0,0,0,0,2,2,2
"CHD3",0,1,0,0,1,0,0,0,0,2,2,2
"CHD6",0,1,0,0,0,1,0,0,0,2,2,2
"CHMP3",0,0,0,0,2,0,0,0,0,2,2,2
"CIT",0,0,0,0,1,0,0,1,0,2,2,2
"CNTNAP5",0,0,0,0,2,0,0,0,0,2,2,2
"COG5",0,0,0,0,2,0,0,0,0,2,2,2
"COL2A1",0,0,0,0,2,0,0,0,0,2,2,2
"COL4A5",0,0,0,0,1,1,0,0,0,2,2,2
"COL5A1",0,0,0,0,2,0,0,0,0,2,2,2
"COL6A3",0,1,0,0,1,0,0,0,0,2,2,2
"CSMD3",0,0,0,0,2,0,0,0,0,2,2,2
"CUL1",0,0,0,0,2,0,0,0,0,2,2,2
"DGKG",0,0,0,0,2,0,0,0,0,2,2,2
"DIS3",0,0,0,0,2,0,0,0,0,2,2,2
"DISP1",0,0,0,0,2,0,0,0,0,2,2,2
"DLC1",0,0,0,0,2,0,0,0,0,2,2,2
"DNAJC22",0,0,0,0,2,0,0,0,0,2,2,2
"DNMT1",0,0,0,0,2,0,0,0,0,2,2,2
"DOCK10",0,0,0,0,2,0,0,0,0,2,2,2
"DOCK8",0,1,0,0,1,0,0,0,0,2,2,2
"DSCAML1",0,0,0,0,2,0,0,0,0,2,2,2
"DUSP26",0,0,0,0,2,0,0,0,0,2,2,2
"ENO3",0,0,0,0,2,0,0,0,0,2,2,2
"EPG5",0,0,0,0,2,0,0,0,0,2,2,2
"EPHA3",0,0,0,0,1,1,0,0,0,2,2,2
"ERBB3",1,0,0,0,1,0,0,0,0,2,2,2
"EVPL",0,1,0,0,1,0,0,0,0,2,2,2
"EZH1",0,0,0,0,2,0,0,0,0,2,2,2
"FLOT1",0,0,0,0,2,0,0,0,0,2,2,2
"FMNL3",0,0,0,0,2,0,0,0,0,2,2,2
"FOXM1",0,0,0,0,1,1,0,0,0,2,2,2
"FREM2",0,0,0,0,1,0,0,1,0,2,2,2
"G6PD",0,0,0,0,1,1,0,0,0,2,2,2
"GATA2",0,0,0,0,2,0,0,0,0,2,2,2
"GCN1",0,0,0,0,2,0,0,0,0,2,2,2
"GJB3",0,0,0,0,2,0,0,0,0,2,2,2
"GPATCH2",0,0,0,0,2,0,0,0,0,2,2,2
"GPATCH8",0,0,0,0,1,1,0,0,0,2,2,2
"GPD2",0,0,0,0,2,0,0,0,0,2,2,2
"GPR137B",0,0,0,0,2,0,0,0,0,2,2,2
"GRID1",0,0,0,0,2,0,0,0,0,2,2,2
"GRIK4",0,0,0,0,2,0,0,0,0,2,2,2
"GRIN3A",0,0,0,0,2,0,0,0,0,2,2,2
"GTF2H1",0,0,0,0,2,0,0,0,0,2,2,2
"HECTD1",0,0,0,0,2,0,0,0,0,2,2,2
"HECW1",0,0,0,0,2,0,0,0,0,2,2,2
"HNRNPM",0,0,0,0,2,0,0,0,0,2,2,2
"HTR3E",0,0,0,0,2,0,0,0,0,2,2,2
"IFT140",0,0,0,0,1,1,0,0,0,2,2,2
"IP6K3",0,1,0,0,1,0,0,0,0,2,2,2
"ITGA10",0,0,0,0,2,0,0,0,0,2,2,2
"ITGAD",0,0,0,0,2,0,0,0,0,2,2,2
"ITIH4",0,0,0,0,2,0,0,0,0,2,2,2
"ITSN2",0,0,0,0,2,0,0,0,0,2,2,2
"KANSL3",0,0,0,0,2,0,0,0,0,2,2,2
"KAT6A",0,0,0,0,2,0,0,0,0,2,2,2
"KCNA2",0,1,0,0,1,0,0,0,0,2,2,2
"KCNRG",0,0,0,0,2,0,0,0,0,2,2,2
"KIAA1614",0,0,0,0,2,0,0,0,0,2,2,2
"KIAA2026",0,0,0,0,2,0,0,0,0,2,2,2
"KLHL5",0,0,0,0,2,0,0,0,0,2,2,2
"KNTC1",0,0,0,0,1,1,0,0,0,2,2,2
"KRT20",0,0,0,0,2,0,0,0,0,2,2,2
"KRT78",0,0,0,0,1,1,0,0,0,2,2,2
"KY",0,0,0,0,2,0,0,0,0,2,2,2
"LAMA3",0,0,0,0,2,0,0,0,0,2,2,2
"LAMB2",0,2,0,0,0,0,0,0,0,2,2,2
"LAMC3",0,1,0,0,1,0,0,0,0,2,2,2
"LPA",0,0,0,0,1,1,0,0,0,2,2,2
"LRBA",0,0,0,0,2,0,0,0,0,2,2,2
"LRP1B",0,0,0,0,2,0,0,0,0,2,2,2
"LRP2",0,0,0,0,2,0,0,0,0,2,2,2
"LTBP3",0,1,0,0,1,0,0,0,0,2,2,2
"MANBA",0,0,0,0,2,0,0,0,0,2,2,2
"MARF1",0,0,0,0,2,0,0,0,0,2,2,2
"MCCC2",0,0,0,0,1,1,0,0,0,2,2,2
"MCRS1",0,0,0,0,2,0,0,0,0,2,2,2
"MDC1",1,0,0,0,1,0,0,0,0,2,2,2
"MED12",0,0,0,0,1,1,0,0,0,2,2,2
"MEFV",0,1,0,0,1,0,0,0,0,2,2,2
"MEPCE",0,0,0,0,2,0,0,0,0,2,2,2
"MICAL2",0,0,0,0,2,0,0,0,0,2,2,2
"MOCOS",0,0,0,0,2,0,0,0,0,2,2,2
"MPI",0,0,1,0,0,1,0,0,0,2,2,2
"MRPL45",0,0,0,0,2,0,0,0,0,2,2,2
"MSH5",0,0,0,0,2,0,0,0,0,2,2,2
"MSH6",0,0,0,0,1,1,0,0,0,2,2,2
"MTMR1",0,0,0,0,2,0,0,0,0,2,2,2
"MTOR",0,0,0,0,2,0,0,0,0,2,2,2
"MYC",0,0,0,0,1,1,0,0,0,2,2,2
"MYH10",0,0,0,0,2,0,0,0,0,2,2,2
"MYLK",0,0,0,0,2,0,0,0,0,2,2,2
"MYOF",0,0,0,0,2,0,0,0,0,2,2,2
"NFE2L1",0,1,0,0,0,1,0,0,0,2,2,2
"NFIX",1,0,0,0,0,1,0,0,0,2,2,2
"NHS",0,0,0,0,2,0,0,0,0,2,2,2
"NMUR2",0,0,0,0,2,0,0,0,0,2,2,2
"NOS1AP",0,0,0,0,1,1,0,0,0,2,2,2
"NPC1",0,0,0,0,2,0,0,0,0,2,2,2
"NR1D1",0,0,0,0,2,0,0,0,0,2,2,2
"NR2E1",0,0,0,0,2,0,0,0,0,2,2,2
"NRAP",0,0,0,0,2,0,0,0,0,2,2,2
"NRXN2",0,0,0,0,2,0,0,0,0,2,2,2
"OR2AG1",0,0,0,0,2,0,0,0,0,2,2,2
"OR8B12",0,0,0,0,2,0,0,0,0,2,2,2
"ORAI1",0,0,0,0,2,0,0,0,0,2,2,2
"PAH",0,1,0,0,1,0,0,0,0,2,2,2
"PCDH15",0,0,0,0,2,0,0,0,0,2,2,2
"PEAK1",0,0,0,0,2,0,0,0,0,2,2,2
"PFKM",0,0,0,0,2,0,0,0,0,2,2,2
"PI4KB",0,0,0,0,1,0,0,1,0,2,2,2
"PIK3CB",0,0,0,0,2,0,0,0,0,2,2,2
"PLCE1",0,0,0,0,2,0,0,0,0,2,2,2
"PLCH1",0,0,0,0,2,0,0,0,0,2,2,2
"PLEKHG1",0,0,0,0,2,0,0,0,0,2,2,2
"PLP1",0,0,0,0,2,0,0,0,0,2,2,2
"PLXND1",0,1,0,0,1,0,0,0,0,2,2,2
"POLR1B",0,0,0,0,2,0,0,0,0,2,2,2
"PPIC",0,0,0,0,2,0,0,0,0,2,2,2
"PPP2R2B",0,0,0,0,2,0,0,0,0,2,2,2
"PREB",0,0,0,0,2,0,0,0,0,2,2,2
"PRR19",0,0,0,0,2,0,0,0,0,2,2,2
"PRUNE2",0,0,0,0,2,0,0,0,0,2,2,2
"PRX",0,0,0,0,2,0,0,0,0,2,2,2
"PSPC1",0,0,0,0,2,0,0,0,0,2,2,2
"RAD50",0,0,0,0,1,0,0,1,0,2,2,2
"RGL1",0,0,0,0,2,0,0,0,0,2,2,2
"RIMS1",0,1,0,0,1,0,0,0,0,2,2,2
"RNASE13",0,0,0,0,2,0,0,0,0,2,2,2
"RNF38",0,0,0,0,2,0,0,0,0,2,2,2
"ROBO4",0,0,0,0,2,0,0,0,0,2,2,2
"RPTN",0,0,0,0,1,1,0,0,0,2,2,2
"RYR1",0,0,0,0,2,0,0,0,0,2,2,2
"SCAF8",0,0,0,0,2,0,0,0,0,2,2,2
"SCN1A",0,0,0,0,2,0,0,0,0,2,2,2
"SH3TC2",0,0,0,0,2,0,0,0,0,2,2,2
"SIDT2",0,0,0,0,2,0,0,0,0,2,2,2
"SLC22A16",0,0,0,0,2,0,0,0,0,2,2,2
"SLC26A9",1,0,0,0,1,0,0,0,0,2,2,2
"SLC6A9",0,0,0,0,2,0,0,0,0,2,2,2
"SLITRK3",0,0,0,0,2,0,0,0,0,2,2,2
"SPG11",0,0,0,0,2,0,0,0,0,2,2,2
"SPTB",0,0,0,0,1,1,0,0,0,2,2,2
"SPTBN1",0,0,0,0,2,0,0,0,0,2,2,2
"SPTBN2",0,0,0,0,2,0,0,0,0,2,2,2
"SREBF2",0,0,0,0,2,0,0,0,0,2,2,2
"SRSF2",0,0,0,0,2,0,0,0,0,2,2,2
"STK10",0,0,0,0,2,0,0,0,0,2,2,2
"STK36",0,1,0,0,0,0,0,1,0,2,2,2
"STRIP2",0,0,0,0,2,0,0,0,0,2,2,2
"SUMO2",0,1,0,0,1,0,0,0,0,2,2,2
"SZT2",0,1,0,0,1,0,0,0,0,2,2,2
"TACC2",0,1,0,0,1,0,0,0,0,2,2,2
"TASOR2",0,0,0,0,2,0,0,0,0,2,2,2
"TBC1D8",0,0,0,0,2,0,0,0,0,2,2,2
"TCHHL1",0,0,0,0,2,0,0,0,0,2,2,2
"TENM3",0,0,0,0,2,0,0,0,0,2,2,2
"TEP1",0,0,0,0,2,0,0,0,0,2,2,2
"THRAP3",0,0,0,0,1,1,0,0,0,2,2,2
"TNRC6C",0,1,0,0,1,0,0,0,0,2,2,2
"TRIO",0,1,0,0,1,0,0,0,0,2,2,2
"TRPM8",0,0,0,0,2,0,0,0,0,2,2,2
"TRPS1",0,1,0,0,0,1,0,0,0,2,2,2
"TRPV3",0,0,0,0,2,0,0,0,0,2,2,2
"TRRAP",0,0,0,0,2,0,0,0,0,2,2,2
"TSC22D4",0,1,0,0,1,0,0,0,0,2,2,2
"TTLL12",0,0,0,0,2,0,0,0,0,2,2,2
"TUBA3C",0,0,0,0,2,0,0,0,0,2,2,2
"TYRO3",0,0,0,0,2,0,0,0,0,2,2,2
"UBTF",0,0,0,0,2,0,0,0,0,2,2,2
"UGT2B4",0,0,0,0,2,0,0,0,0,2,2,2
"UMOD",0,1,0,0,1,0,0,0,0,2,2,2
"USH2A",0,1,0,0,1,0,0,0,0,2,2,2
"UTP20",0,0,0,0,2,0,0,0,0,2,2,2
"UVRAG",0,0,0,0,2,0,0,0,0,2,2,2
"VCAN",0,0,0,0,2,0,0,0,0,2,2,2
"VPS13B",0,0,0,0,2,0,0,0,0,2,2,2
"VPS13D",0,0,0,0,1,1,0,0,0,2,2,2
"VPS26B",0,0,0,0,2,0,0,0,0,2,2,2
"VWF",0,0,0,0,2,0,0,0,0,2,2,2
"WIZ",0,0,0,0,2,0,0,0,0,2,2,2
"WNT11",0,0,0,0,2,0,0,0,0,2,2,2
"WSCD1",0,0,0,0,2,0,0,0,0,2,2,2
"WT1",0,1,0,0,1,0,0,0,0,2,2,2
"XRCC6",0,0,0,0,2,0,0,0,0,2,2,2
"ZNF460",0,0,0,0,2,0,0,0,0,2,2,2
"ZSWIM4",0,0,0,0,2,0,0,0,0,2,2,2
"DCTN1",0,0,0,0,3,0,0,0,0,3,1,1
"MDN1",0,0,0,0,3,0,0,0,0,3,1,1
"ZNF134",0,0,0,0,3,0,0,0,0,3,1,1
"AARS1",0,0,0,0,2,0,0,0,0,2,1,1
"ARPP19",0,0,0,0,2,0,0,0,0,2,1,1
"ASH1L",0,0,0,0,2,0,0,0,0,2,1,1
"ATP8B2",0,0,0,0,1,0,0,1,0,2,1,1
"BMP2K",0,0,0,0,0,1,0,1,0,2,1,1
"C1orf74",0,0,0,0,2,0,0,0,0,2,1,1
"CC2D1A",0,1,0,0,1,0,0,0,0,2,1,1
"CDAN1",0,0,0,0,2,0,0,0,0,2,1,1
"DECR1",0,0,0,0,1,1,0,0,0,2,1,1
"DNAH2",0,0,0,0,2,0,0,0,0,2,1,1
"DNAH3",0,0,0,0,2,0,0,0,0,2,1,1
"EIF4ENIF1",0,0,0,0,2,0,0,0,0,2,1,1
"FNBP4",0,0,0,0,1,1,0,0,0,2,1,1
"IQGAP3",0,0,0,0,2,0,0,0,0,2,1,1
"KIAA0319",0,0,0,0,2,0,0,0,0,2,1,1
"KMT2B",0,1,0,0,1,0,0,0,0,2,1,1
"LAMA2",0,0,0,0,1,1,0,0,0,2,1,1
"MACF1",0,0,0,0,2,0,0,0,0,2,1,1
"MCM3",0,0,0,0,2,0,0,0,0,2,1,1
"MICB",0,0,0,0,2,0,0,0,0,2,1,1
"MST1R",0,0,0,0,2,0,0,0,0,2,1,1
"MUC17",0,0,0,0,2,0,0,0,0,2,1,1
"MUC3A",0,0,0,0,2,0,0,0,0,2,1,1
"MXRA5",0,0,0,0,2,0,0,0,0,2,1,1
"NOL4L",0,0,0,0,2,0,0,0,0,2,1,1
"PDZD2",0,0,0,0,2,0,0,0,0,2,1,1
"RHOC",0,0,0,0,1,1,0,0,0,2,1,1
"SLC28A1",0,0,0,0,2,0,0,0,0,2,1,1
"STAT2",0,1,0,0,1,0,0,0,0,2,1,1
"SUCLA2",0,0,0,0,1,1,0,0,0,2,1,1
"SVEP1",1,0,0,0,1,0,0,0,0,2,1,1
"THAP4",0,0,0,0,2,0,0,0,0,2,1,1
"THOC2",0,0,0,0,2,0,0,0,0,2,1,1
"TNRC18",0,0,0,0,2,0,0,0,0,2,1,1
"TRANK1",0,0,0,0,2,0,0,0,0,2,1,1
"TSC1",0,0,0,0,2,0,0,0,0,2,1,1
"XRCC1",0,0,0,0,2,0,0,0,0,2,1,1
"ZNF423",0,0,0,0,2,0,0,0,0,2,1,1
"ZNF782",0,0,0,0,2,0,0,0,0,2,1,1
"AACS",0,0,0,0,1,0,0,0,0,1,1,1
"ABCA4",0,0,0,0,1,0,0,0,0,1,1,1
"ABCA9",0,0,0,0,1,0,0,0,0,1,1,1
"ABCB1",0,0,0,0,1,0,0,0,0,1,1,1
"ABCB4",0,0,0,0,1,0,0,0,0,1,1,1
"ABCB5",0,0,0,0,1,0,0,0,0,1,1,1
"ABCB9",0,0,0,0,1,0,0,0,0,1,1,1
"ABCC10",0,0,0,0,1,0,0,0,0,1,1,1
"ABCC11",0,0,0,0,1,0,0,0,0,1,1,1
"ABCC12",0,0,0,0,1,0,0,0,0,1,1,1
"ABCC5",0,0,0,0,0,1,0,0,0,1,1,1
"ABCD3",0,0,0,0,1,0,0,0,0,1,1,1
"ABCF2",0,0,0,0,1,0,0,0,0,1,1,1
"ABHD2",0,0,0,0,1,0,0,0,0,1,1,1
"ABHD4",0,0,0,0,1,0,0,0,0,1,1,1
"AC004922.1",0,0,0,0,1,0,0,0,0,1,1,1
"AC131160.1",0,0,0,0,1,0,0,0,0,1,1,1
"ACACB",0,0,0,0,1,0,0,0,0,1,1,1
"ACADS",0,0,0,0,1,0,0,0,0,1,1,1
"ACAN",0,0,0,0,1,0,0,0,0,1,1,1
"ACLY",0,0,0,0,1,0,0,0,0,1,1,1
"ACO2",0,0,0,0,1,0,0,0,0,1,1,1
"ACOT11",0,0,0,0,1,0,0,0,0,1,1,1
"ACP7",0,0,0,0,1,0,0,0,0,1,1,1
"ACSF2",0,0,0,0,1,0,0,0,0,1,1,1
"ACSF3",0,0,0,0,1,0,0,0,0,1,1,1
"ACSM1",0,0,0,0,1,0,0,0,0,1,1,1
"ACSM2A",0,0,0,0,1,0,0,0,0,1,1,1
"ACTL8",0,0,0,0,1,0,0,0,0,1,1,1
"ADAM11",0,0,0,0,1,0,0,0,0,1,1,1
"ADAM19",0,0,0,0,0,1,0,0,0,1,1,1
"ADAM22",0,0,0,0,1,0,0,0,0,1,1,1
"ADAM7",0,1,0,0,0,0,0,0,0,1,1,1
"ADAMTS16",0,0,0,0,1,0,0,0,0,1,1,1
"ADAMTS18",0,0,0,0,1,0,0,0,0,1,1,1
"ADAMTS20",0,0,0,0,1,0,0,0,0,1,1,1
"ADAMTS7",0,1,0,0,0,0,0,0,0,1,1,1
"ADAMTSL1",0,0,0,0,1,0,0,0,0,1,1,1
"ADAR",0,0,0,0,1,0,0,0,0,1,1,1
"ADAT1",1,0,0,0,0,0,0,0,0,1,1,1
"ADCY10",0,0,0,0,1,0,0,0,0,1,1,1
"ADCY2",0,0,0,0,1,0,0,0,0,1,1,1
"ADCY3",0,0,0,0,1,0,0,0,0,1,1,1
"ADCY5",0,0,0,0,1,0,0,0,0,1,1,1
"ADD2",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRA3",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRB3",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRE1",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRF2",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRF5",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRG3",0,0,0,0,1,0,0,0,0,1,1,1
"ADGRL2",0,0,0,0,1,0,0,0,0,1,1,1
"ADNP",0,0,0,0,1,0,0,0,0,1,1,1
"ADRA1A",0,0,0,0,1,0,0,0,0,1,1,1
"ADSS1",0,0,0,0,1,0,0,0,0,1,1,1
"AGGF1",0,0,0,0,1,0,0,0,0,1,1,1
"AGO2",0,0,0,0,1,0,0,0,0,1,1,1
"AGXT2",0,0,0,0,1,0,0,0,0,1,1,1
"AHR",0,0,0,0,1,0,0,0,0,1,1,1
"AHSA1",0,0,0,0,1,0,0,0,0,1,1,1
