"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"KCNE4",0,0,0,0,1,0,0,0,0,1,1,1
"KCNH1",0,0,0,0,1,0,0,0,0,1,1,1
"KCNH2",0,0,0,0,1,0,0,0,0,1,1,1
"KCNH3",0,0,0,0,0,1,0,0,0,1,1,1
"KCNH8",0,0,0,0,1,0,0,0,0,1,1,1
"KCNIP2",0,0,0,0,1,0,0,0,0,1,1,1
"KCNJ14",0,1,0,0,0,0,0,0,0,1,1,1
"KCNJ6",0,0,0,0,1,0,0,0,0,1,1,1
"KCNK12",0,0,0,0,1,0,0,0,0,1,1,1
"KCNK18",0,0,0,0,1,0,0,0,0,1,1,1
"KCNN3",0,0,0,0,1,0,0,0,0,1,1,1
"KCNS2",0,0,0,0,1,0,0,0,0,1,1,1
"KCNT1",0,0,0,0,1,0,0,0,0,1,1,1
"KCNU1",0,0,0,0,0,1,0,0,0,1,1,1
"KCNV1",0,0,0,0,1,0,0,0,0,1,1,1
"KCTD18",0,0,0,0,1,0,0,0,0,1,1,1
"KDM1B",0,0,0,0,1,0,0,0,0,1,1,1
"KDM3A",0,1,0,0,0,0,0,0,0,1,1,1
"KDM3B",0,0,0,0,1,0,0,0,0,1,1,1
"KDM4D",0,0,0,0,1,0,0,0,0,1,1,1
"KDM5A",0,0,0,0,1,0,0,0,0,1,1,1
"KDM5C",0,0,0,0,1,0,0,0,0,1,1,1
"KDM7A",0,0,0,0,1,0,0,0,0,1,1,1
"KDR",0,0,0,0,1,0,0,0,0,1,1,1
"KEAP1",0,1,0,0,0,0,0,0,0,1,1,1
"KIAA0232",0,0,0,0,1,0,0,0,0,1,1,1
"KIAA0513",0,0,0,0,1,0,0,0,0,1,1,1
"KIAA1109",1,0,0,0,0,0,0,0,0,1,1,1
"KIAA1191",0,0,0,0,1,0,0,0,0,1,1,1
"KIAA1210",0,0,0,0,1,0,0,0,0,1,1,1
"KIAA1549L",0,1,0,0,0,0,0,0,0,1,1,1
"KIF13A",0,0,0,1,0,0,0,0,0,1,1,1
"KIF2B",0,0,0,0,1,0,0,0,0,1,1,1
"KIF3A",0,0,0,0,1,0,0,0,0,1,1,1
"KIF3C",0,0,0,0,1,0,0,0,0,1,1,1
"KIR3DL2",0,0,0,0,1,0,0,0,0,1,1,1
"KIRREL2",0,0,0,0,1,0,0,0,0,1,1,1
"KLF15",0,0,0,0,1,0,0,0,0,1,1,1
"KLHL12",0,0,0,0,1,0,0,0,0,1,1,1
"KLHL18",0,0,0,0,1,0,0,0,0,1,1,1
"KLHL31",0,1,0,0,0,0,0,0,0,1,1,1
"KLHL4",0,0,0,0,0,1,0,0,0,1,1,1
"KLHL9",0,0,0,0,1,0,0,0,0,1,1,1
"KLK4",0,0,0,0,1,0,0,0,0,1,1,1
"KMT2A",0,0,0,0,1,0,0,0,0,1,1,1
"KMT5B",0,1,0,0,0,0,0,0,0,1,1,1
"KMT5C",0,0,0,0,1,0,0,0,0,1,1,1
"KNL1",0,0,0,0,1,0,0,0,0,1,1,1
"KPRP",0,0,0,0,1,0,0,0,0,1,1,1
"KRBA2",0,0,0,0,1,0,0,0,0,1,1,1
"KRBOX4",0,1,0,0,0,0,0,0,0,1,1,1
"KRT23",0,0,0,0,1,0,0,0,0,1,1,1
"KRT33A",0,0,1,0,0,0,0,0,0,1,1,1
"KRT4",0,0,0,0,0,1,0,0,0,1,1,1
"KRT40",0,0,0,0,1,0,0,0,0,1,1,1
"KRT77",0,0,0,0,1,0,0,0,0,1,1,1
"KRT79",0,0,0,0,1,0,0,0,0,1,1,1
"KRT85",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP10-11",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP10-5",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP10-8",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP10-9",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP4-2",0,0,0,0,1,0,0,0,0,1,1,1
"KRTAP9-3",0,0,0,0,1,0,0,0,0,1,1,1
"L3MBTL1",0,0,0,0,1,0,0,0,0,1,1,1
"L3MBTL4",0,0,0,0,1,0,0,0,0,1,1,1
"LAP3",0,0,0,0,1,0,0,0,0,1,1,1
"LAPTM5",0,0,0,0,1,0,0,0,0,1,1,1
"LARP4",0,0,0,0,1,0,0,0,0,1,1,1
"LARS1",0,0,0,0,1,0,0,0,0,1,1,1
"LATS1",0,0,0,0,1,0,0,0,0,1,1,1
"LCK",0,0,0,0,1,0,0,0,0,1,1,1
"LCOR",0,0,0,0,1,0,0,0,0,1,1,1
"LCP2",0,0,0,0,1,0,0,0,0,1,1,1
"LCT",0,0,0,0,1,0,0,0,0,1,1,1
"LDB1",0,0,0,0,1,0,0,0,0,1,1,1
"LDHAL6A",0,0,0,0,1,0,0,0,0,1,1,1
"LDLRAD4",0,0,0,0,1,0,0,0,0,1,1,1
"LENG1",0,0,0,0,1,0,0,0,0,1,1,1
"LENG9",0,0,0,0,1,0,0,0,0,1,1,1
"LEO1",0,0,0,0,1,0,0,0,0,1,1,1
"LEPR",0,0,0,0,1,0,0,0,0,1,1,1
"LETM1",0,0,0,0,1,0,0,0,0,1,1,1
"LEXM",0,0,0,0,1,0,0,0,0,1,1,1
"LGALS9C",0,0,0,0,1,0,0,0,0,1,1,1
"LHCGR",0,0,0,0,1,0,0,0,0,1,1,1
"LILRA6",0,0,0,0,1,0,0,0,0,1,1,1
"LILRB2",0,0,0,0,1,0,0,0,0,1,1,1
"LIMA1",0,0,0,0,1,0,0,0,0,1,1,1
"LIMD1",0,1,0,0,0,0,0,0,0,1,1,1
"LIMK1",0,0,0,0,1,0,0,0,0,1,1,1
"LIMS2",0,0,0,0,1,0,0,0,0,1,1,1
"LINC02210-CRHR1",0,0,0,0,1,0,0,0,0,1,1,1
"LINGO1",0,0,0,0,1,0,0,0,0,1,1,1
"LINGO2",0,0,0,0,1,0,0,0,0,1,1,1
"LMAN2",0,0,0,0,1,0,0,0,0,1,1,1
"LMBR1L",0,0,0,0,1,0,0,0,0,1,1,1
"LMO7",0,0,0,0,1,0,0,0,0,1,1,1
"LMOD1",0,0,0,0,1,0,0,0,0,1,1,1
"LPAR1",0,0,0,0,1,0,0,0,0,1,1,1
"LPIN2",0,0,0,0,1,0,0,0,0,1,1,1
"LPL",0,0,0,0,1,0,0,0,0,1,1,1
"LPP",0,0,0,0,1,0,0,0,0,1,1,1
"LRCH4",0,1,0,0,0,0,0,0,0,1,1,1
"LRFN3",0,0,0,0,1,0,0,0,0,1,1,1
"LRIF1",0,0,0,1,0,0,0,0,0,1,1,1
"LRIG2",0,0,0,0,1,0,0,0,0,1,1,1
"LRIT1",0,0,0,0,1,0,0,0,0,1,1,1
"LRIT2",0,0,0,0,1,0,0,0,0,1,1,1
"LRRC31",0,0,0,0,1,0,0,0,0,1,1,1
"LRRC36",0,0,0,0,1,0,0,0,0,1,1,1
"LRRC3B",0,0,0,0,1,0,0,0,0,1,1,1
"LRRC43",0,0,0,0,1,0,0,0,0,1,1,1
"LRRC6",0,0,0,0,1,0,0,0,0,1,1,1
"LRRK1",0,0,0,0,1,0,0,0,0,1,1,1
"LRRTM2",0,0,0,0,1,0,0,0,0,1,1,1
"LSM1",0,1,0,0,0,0,0,0,0,1,1,1
"LSM4",0,0,0,0,1,0,0,0,0,1,1,1
"LTF",0,0,0,0,1,0,0,0,0,1,1,1
"LY9",0,0,0,0,1,0,0,0,0,1,1,1
"LYAR",0,0,0,0,1,0,0,0,0,1,1,1
"LYPLA2",0,0,0,0,1,0,0,0,0,1,1,1
"LZTS1",0,0,0,0,1,0,0,0,0,1,1,1
"MAGEB16",0,0,0,0,1,0,0,0,0,1,1,1
"MAGEB6B",0,0,0,0,1,0,0,0,0,1,1,1
"MAGEC2",0,0,0,0,1,0,0,0,0,1,1,1
"MAGED1",0,0,0,0,1,0,0,0,0,1,1,1
"MAGI2",0,0,0,0,1,0,0,0,0,1,1,1
"MAGT1",0,0,0,0,1,0,0,0,0,1,1,1
"MAMLD1",0,0,0,0,1,0,0,0,0,1,1,1
"MAN1B1",0,0,0,0,1,0,0,0,0,1,1,1
"MAN2B1",0,0,0,0,1,0,0,0,0,1,1,1
"MAOA",0,1,0,0,0,0,0,0,0,1,1,1
"MAP1B",0,0,0,0,1,0,0,0,0,1,1,1
"MAP2",0,0,0,0,1,0,0,0,0,1,1,1
"MAP3K11",0,1,0,0,0,0,0,0,0,1,1,1
"MAP3K14",0,0,0,0,0,1,0,0,0,1,1,1
"MAP3K4",0,0,0,0,1,0,0,0,0,1,1,1
"MAP3K7",0,0,0,0,1,0,0,0,0,1,1,1
"MAP3K9",0,0,0,0,1,0,0,0,0,1,1,1
"MAP4K4",0,0,0,0,1,0,0,0,0,1,1,1
"MAP7D2",0,0,0,0,1,0,0,0,0,1,1,1
"MAPK13",0,0,0,0,1,0,0,0,0,1,1,1
"MAPK8",0,0,0,0,1,0,0,0,0,1,1,1
"MAPK9",0,1,0,0,0,0,0,0,0,1,1,1
"MAPKBP1",0,0,0,0,1,0,0,0,0,1,1,1
"MARCHF2",1,0,0,0,0,0,0,0,0,1,1,1
"MARCHF6",0,0,0,0,1,0,0,0,0,1,1,1
"MARK1",0,0,0,0,1,0,0,0,0,1,1,1
"MARS1",0,0,0,0,1,0,0,0,0,1,1,1
"MASP2",0,0,0,0,1,0,0,0,0,1,1,1
"MAST2",0,0,0,0,1,0,0,0,0,1,1,1
"MATK",0,0,0,0,1,0,0,0,0,1,1,1
"MBD1",0,0,0,0,0,1,0,0,0,1,1,1
"MBD2",0,0,0,0,0,1,0,0,0,1,1,1
"MBD5",0,0,0,0,1,0,0,0,0,1,1,1
"MBOAT1",0,0,0,0,1,0,0,0,0,1,1,1
"MCCC1",0,0,0,0,1,0,0,0,0,1,1,1
"MCM2",0,0,0,0,1,0,0,0,0,1,1,1
"MCOLN2",0,0,0,0,1,0,0,0,0,1,1,1
"MCTP1",0,0,0,0,0,0,0,1,0,1,1,1
"MCTP2",0,0,0,0,1,0,0,0,0,1,1,1
"MECOM",0,0,0,0,1,0,0,0,0,1,1,1
"MED12L",0,1,0,0,0,0,0,0,0,1,1,1
"MED21",0,0,0,0,1,0,0,0,0,1,1,1
"MED6",0,0,0,0,1,0,0,0,0,1,1,1
"MEGF10",0,0,0,0,1,0,0,0,0,1,1,1
"MEI1",0,0,0,0,1,0,0,0,0,1,1,1
"MEPE",0,0,0,0,1,0,0,0,0,1,1,1
"METTL14",0,0,0,0,1,0,0,0,0,1,1,1
"METTL18",0,0,0,0,1,0,0,0,0,1,1,1
"MEX3C",0,0,0,0,1,0,0,0,0,1,1,1
"MFAP3",0,0,0,0,1,0,0,0,0,1,1,1
"MFSD14A",0,0,0,0,1,0,0,0,0,1,1,1
"MFSD6",0,0,0,0,1,0,0,0,0,1,1,1
"MGAT4A",0,0,0,0,0,1,0,0,0,1,1,1
"MGAT5",0,0,0,0,1,0,0,0,0,1,1,1
"MGLL",0,0,0,0,1,0,0,0,0,1,1,1
"MIB1",0,0,0,0,1,0,0,0,0,1,1,1
"MICAL1",0,0,0,0,1,0,0,0,0,1,1,1
"MID2",0,0,0,0,1,0,0,0,0,1,1,1
"MIEF1",0,0,0,0,0,1,0,0,0,1,1,1
"MINDY4",0,0,0,0,1,0,0,0,0,1,1,1
"MKRN2",0,0,0,0,1,0,0,0,0,1,1,1
"MKRN3",0,0,0,0,1,0,0,0,0,1,1,1
"MLXIP",0,0,0,0,1,0,0,0,0,1,1,1
"MMD2",0,0,0,0,1,0,0,0,0,1,1,1
"MMP2",0,0,0,0,1,0,0,0,0,1,1,1
"MMP24",0,0,0,0,1,0,0,0,0,1,1,1
"MMP25",0,0,0,0,1,0,0,0,0,1,1,1
"MNDA",0,0,0,0,1,0,0,0,0,1,1,1
"MNS1",0,0,0,0,1,0,0,0,0,1,1,1
"MNT",0,0,0,0,1,0,0,0,0,1,1,1
"MOG",0,0,0,0,1,0,0,0,0,1,1,1
"MORC2",0,0,0,0,1,0,0,0,0,1,1,1
"MOV10",0,0,0,0,1,0,0,0,0,1,1,1
"MPDU1",0,0,0,0,0,0,0,1,0,1,1,1
"MPHOSPH9",0,0,0,0,1,0,0,0,0,1,1,1
"MPPED2",0,0,0,0,1,0,0,0,0,1,1,1
"MRC1",0,0,0,0,1,0,0,0,0,1,1,1
"MRC2",0,0,0,0,1,0,0,0,0,1,1,1
"MRE11",0,0,0,0,1,0,0,0,0,1,1,1
"MRGPRD",0,0,0,0,1,0,0,0,0,1,1,1
"MRGPRX3",0,0,0,0,1,0,0,0,0,1,1,1
"MRM3",0,1,0,0,0,0,0,0,0,1,1,1
"MROH2B",0,0,0,0,1,0,0,0,0,1,1,1
"MRPL11",0,0,0,0,1,0,0,0,0,1,1,1
"MRPL43",0,0,0,0,1,0,0,0,0,1,1,1
"MRPS2",0,0,0,0,1,0,0,0,0,1,1,1
"MRPS5",0,0,0,0,1,0,0,0,0,1,1,1
"MRTO4",0,0,0,0,1,0,0,0,0,1,1,1
"MS4A1",0,0,0,0,1,0,0,0,0,1,1,1
"MSRB1",0,0,0,0,1,0,0,0,0,1,1,1
"MSS51",0,0,0,0,1,0,0,0,0,1,1,1
"MTA1",0,1,0,0,0,0,0,0,0,1,1,1
"MTA2",0,0,0,0,1,0,0,0,0,1,1,1
"MTBP",0,0,0,0,0,1,0,0,0,1,1,1
"MTCL1",0,0,0,0,1,0,0,0,0,1,1,1
"MTMR11",0,0,0,0,1,0,0,0,0,1,1,1
"MTMR3",0,0,0,0,1,0,0,0,0,1,1,1
"MTMR4",0,0,0,0,1,0,0,0,0,1,1,1
"MTMR8",0,0,0,0,1,0,0,0,0,1,1,1
"MTTP",0,0,0,0,1,0,0,0,0,1,1,1
"MTUS2",0,0,0,0,1,0,0,0,0,1,1,1
"MUC13",0,0,0,0,1,0,0,0,0,1,1,1
"MUC4",0,0,0,0,1,0,0,0,0,1,1,1
"MUC5B",0,0,0,0,1,0,0,0,0,1,1,1
"MUC6",0,1,0,0,0,0,0,0,0,1,1,1
"MYB",0,0,0,0,1,0,0,0,0,1,1,1
"MYBBP1A",0,0,0,0,1,0,0,0,0,1,1,1
"MYBPC2",0,1,0,0,0,0,0,0,0,1,1,1
"MYCL",0,0,0,0,1,0,0,0,0,1,1,1
"MYD88",0,0,0,0,1,0,0,0,0,1,1,1
"MYEF2",0,0,0,0,1,0,0,0,0,1,1,1
"MYG1",0,0,0,0,0,1,0,0,0,1,1,1
"MYH1",0,0,0,0,1,0,0,0,0,1,1,1
"MYH15",0,0,0,0,0,1,0,0,0,1,1,1
"MYH3",0,0,0,0,0,1,0,0,0,1,1,1
"MYH4",0,0,0,0,1,0,0,0,0,1,1,1
"MYH6",0,0,0,0,1,0,0,0,0,1,1,1
"MYH7B",0,0,0,0,1,0,0,0,0,1,1,1
"MYH9",0,0,0,0,1,0,0,0,0,1,1,1
"MYL9",0,0,0,0,1,0,0,0,0,1,1,1
"MYO18A",0,0,0,0,1,0,0,0,0,1,1,1
"MYO18B",0,0,0,0,1,0,0,0,0,1,1,1
"MYO1B",0,0,0,0,1,0,0,0,0,1,1,1
"MYO5A",0,0,0,0,1,0,0,0,0,1,1,1
"MYO5C",0,0,0,0,1,0,0,0,0,1,1,1
"MYO7B",0,0,0,0,1,0,0,0,0,1,1,1
"MYOM1",0,0,0,0,1,0,0,0,0,1,1,1
"MYOM3",0,0,0,0,0,1,0,0,0,1,1,1
"MYOZ1",0,0,0,0,1,0,0,0,0,1,1,1
"MYRIP",0,0,0,0,1,0,0,0,0,1,1,1
"MZF1",0,0,0,0,1,0,0,0,0,1,1,1
"N4BP2L2",0,0,0,0,1,0,0,0,0,1,1,1
"NAA15",0,0,0,0,0,1,0,0,0,1,1,1
"NADK2",0,0,0,0,1,0,0,0,0,1,1,1
"NAPSA",0,0,0,0,1,0,0,0,0,1,1,1
"NASP",0,0,0,0,0,1,0,0,0,1,1,1
"NBEAL1",0,0,0,0,1,0,0,0,0,1,1,1
"NBPF11",0,0,0,0,1,0,0,0,0,1,1,1
"NCAN",0,0,0,0,1,0,0,0,0,1,1,1
"NCAPD3",0,0,0,0,1,0,0,0,0,1,1,1
"NCBP3",0,0,0,0,1,0,0,0,0,1,1,1
"NCCRP1",0,0,0,0,1,0,0,0,0,1,1,1
"NCKAP5",0,0,0,0,1,0,0,0,0,1,1,1
"NCL",0,0,0,0,1,0,0,0,0,1,1,1
"NCOA3",0,0,0,0,1,0,0,0,0,1,1,1
"NCOA6",0,0,0,0,1,0,0,0,0,1,1,1
"NCR2",0,0,0,0,0,1,0,0,0,1,1,1
"NDRG2",0,0,0,0,1,0,0,0,0,1,1,1
"NDRG4",0,0,0,0,1,0,0,0,0,1,1,1
"NECTIN1",0,0,0,0,1,0,0,0,0,1,1,1
"NEDD4L",0,0,0,0,1,0,0,0,0,1,1,1
"NEIL1",0,0,0,0,0,1,0,0,0,1,1,1
"NEU2",0,1,0,0,0,0,0,0,0,1,1,1
"NEURL4",0,1,0,0,0,0,0,0,0,1,1,1
"NFAT5",0,0,0,0,1,0,0,0,0,1,1,1
"NFATC4",0,0,0,0,1,0,0,0,0,1,1,1
"NFE2",0,1,0,0,0,0,0,0,0,1,1,1
"NFE2L2",0,0,0,0,1,0,0,0,0,1,1,1
"NFX1",0,0,0,0,0,1,0,0,0,1,1,1
"NID1",0,0,0,0,0,1,0,0,0,1,1,1
"NIT2",0,0,0,0,1,0,0,0,0,1,1,1
"NKG7",0,1,0,0,0,0,0,0,0,1,1,1
"NKRF",0,0,0,0,1,0,0,0,0,1,1,1
"NKX2-3",0,1,0,0,0,0,0,0,0,1,1,1
"NLGN2",0,0,0,0,1,0,0,0,0,1,1,1
"NLGN3",0,0,0,0,1,0,0,0,0,1,1,1
"NLGN4Y",0,1,0,0,0,0,0,0,0,1,1,1
"NLRC3",0,0,0,0,1,0,0,0,0,1,1,1
"NLRC5",0,1,0,0,0,0,0,0,0,1,1,1
"NLRP10",0,0,0,0,0,1,0,0,0,1,1,1
"NLRP14",0,0,0,0,1,0,0,0,0,1,1,1
"NLRP2",0,0,0,0,1,0,0,0,0,1,1,1
"NMRAL1",0,0,0,0,1,0,0,0,0,1,1,1
"NOCT",0,1,0,0,0,0,0,0,0,1,1,1
"NODAL",0,0,0,0,1,0,0,0,0,1,1,1
"NOL9",0,0,0,0,1,0,0,0,0,1,1,1
"NOS2",0,0,0,0,1,0,0,0,0,1,1,1
"NOTCH4",0,0,0,0,1,0,0,0,0,1,1,1
"NOX4",0,0,0,0,1,0,0,0,0,1,1,1
"NOXRED1",0,0,0,0,1,0,0,0,0,1,1,1
"NPAS1",0,1,0,0,0,0,0,0,0,1,1,1
"NPAT",0,0,0,0,1,0,0,0,0,1,1,1
"NPFFR2",0,0,0,0,1,0,0,0,0,1,1,1
"NPHS1",0,0,0,0,1,0,0,0,0,1,1,1
"NPNT",0,0,0,0,1,0,0,0,0,1,1,1
"NPR1",0,0,0,0,1,0,0,0,0,1,1,1
"NPTXR",0,0,0,0,1,0,0,0,0,1,1,1
"NR6A1",0,0,0,0,0,0,0,1,0,1,1,1
"NRAS",0,0,0,0,1,0,0,0,0,1,1,1
"NRDE2",0,0,0,0,0,1,0,0,0,1,1,1
"NRP2",0,0,0,0,1,0,0,0,0,1,1,1
"NRTN",0,0,0,0,1,0,0,0,0,1,1,1
"NRXN1",0,0,0,0,1,0,0,0,0,1,1,1
"NRXN3",0,0,0,0,1,0,0,0,0,1,1,1
"NTNG2",0,1,0,0,0,0,0,0,0,1,1,1
"NTRK3",0,0,0,0,1,0,0,0,0,1,1,1
"NUAK2",0,0,0,0,1,0,0,0,0,1,1,1
"NUDT5",0,1,0,0,0,0,0,0,0,1,1,1
"NUMA1",0,0,0,0,0,0,0,1,0,1,1,1
"NUP155",0,0,0,0,1,0,0,0,0,1,1,1
"NUP210",0,0,0,0,1,0,0,0,0,1,1,1
"NUP210L",0,0,0,0,1,0,0,0,0,1,1,1
"NUP214",0,0,0,0,1,0,0,0,0,1,1,1
"NUP50",0,0,0,0,0,0,0,1,0,1,1,1
"NUP85",0,0,0,0,1,0,0,0,0,1,1,1
"NUP93",0,0,0,0,1,0,0,0,0,1,1,1
"NUP98",0,0,0,0,1,0,0,0,0,1,1,1
"NXPH3",1,0,0,0,0,0,0,0,0,1,1,1
"OAS2",0,0,0,0,0,1,0,0,0,1,1,1
"OAS3",0,0,0,0,1,0,0,0,0,1,1,1
"OBSCN",0,0,0,0,1,0,0,0,0,1,1,1
"OCRL",0,0,0,0,1,0,0,0,0,1,1,1
"OFD1",0,1,0,0,0,0,0,0,0,1,1,1
"OGDHL",0,0,0,0,1,0,0,0,0,1,1,1
"OGFRL1",0,0,0,0,1,0,0,0,0,1,1,1
"OIT3",0,0,0,0,1,0,0,0,0,1,1,1
"OPA3",0,0,0,0,1,0,0,0,0,1,1,1
"OPALIN",0,1,0,0,0,0,0,0,0,1,1,1
"OPN3",0,0,0,0,1,0,0,0,0,1,1,1
"OPRL1",0,0,0,0,0,1,0,0,0,1,1,1
"OPRM1",0,0,0,0,1,0,0,0,0,1,1,1
"OR10G3",0,0,0,0,1,0,0,0,0,1,1,1
"OR10H1",0,0,0,0,1,0,0,0,0,1,1,1
"OR11H6",0,0,0,0,1,0,0,0,0,1,1,1
"OR1G1",0,0,0,0,1,0,0,0,0,1,1,1
"OR1N2",0,0,0,0,1,0,0,0,0,1,1,1
"OR2B2",0,0,0,0,1,0,0,0,0,1,1,1
"OR2B6",0,1,0,0,0,0,0,0,0,1,1,1
"OR2D2",0,0,0,0,1,0,0,0,0,1,1,1
"OR2F1",0,0,0,0,1,0,0,0,0,1,1,1
"OR2L13",0,0,0,0,0,1,0,0,0,1,1,1
"OR2T10",0,0,0,0,0,1,0,0,0,1,1,1
"OR4C15",0,0,0,0,1,0,0,0,0,1,1,1
"OR4C46",0,0,0,0,1,0,0,0,0,1,1,1
"OR51B5",0,0,0,0,1,0,0,0,0,1,1,1
"OR51B6",0,0,0,0,1,0,0,0,0,1,1,1
"OR51F2",0,0,0,0,1,0,0,0,0,1,1,1
"OR51L1",0,0,0,0,1,0,0,0,0,1,1,1
"OR51M1",0,0,0,0,1,0,0,0,0,1,1,1
"OR52E6",0,0,0,0,1,0,0,0,0,1,1,1
"OR56B1",0,0,0,0,0,1,0,0,0,1,1,1
"OR5D16",0,0,0,0,1,0,0,0,0,1,1,1
"OR5H15",0,0,0,0,1,0,0,0,0,1,1,1
"OR5H2",0,0,0,0,1,0,0,0,0,1,1,1
"OR6B1",0,0,0,0,1,0,0,0,0,1,1,1
"OR6F1",0,0,0,0,1,0,0,0,0,1,1,1
"OR6M1",0,0,0,0,1,0,0,0,0,1,1,1
"OR6N2",0,0,0,0,1,0,0,0,0,1,1,1
"OR6T1",0,0,0,0,1,0,0,0,0,1,1,1
"OR6Y1",0,0,0,0,1,0,0,0,0,1,1,1
"OR7A10",0,0,0,0,1,0,0,0,0,1,1,1
"OR7A17",0,0,0,0,1,0,0,0,0,1,1,1
"OR7A5",0,0,0,0,1,0,0,0,0,1,1,1
"OR7D2",0,0,0,0,1,0,0,0,0,1,1,1
"OR8D2",0,0,0,0,0,1,0,0,0,1,1,1
"OR8K1",0,0,0,0,1,0,0,0,0,1,1,1
"OR9G4",0,0,0,0,1,0,0,0,0,1,1,1
"OR9Q1",0,0,0,0,1,0,0,0,0,1,1,1
"OS9",0,0,0,0,1,0,0,0,0,1,1,1
"OSBPL10",0,0,0,0,1,0,0,0,0,1,1,1
"OSBPL8",0,0,0,0,1,0,0,0,0,1,1,1
"OSMR",0,0,0,0,1,0,0,0,0,1,1,1
"OTOA",0,0,0,0,1,0,0,0,0,1,1,1
"OTUD7B",0,0,0,0,1,0,0,0,0,1,1,1
"OTX2",0,1,0,0,0,0,0,0,0,1,1,1
"OXA1L",0,0,0,0,1,0,0,0,0,1,1,1
"OXER1",0,0,0,0,1,0,0,0,0,1,1,1
"OXSR1",0,0,0,0,1,0,0,0,0,1,1,1
"P2RX7",0,0,0,0,1,0,0,0,0,1,1,1
"P3H1",0,0,0,0,1,0,0,0,0,1,1,1
"P4HA1",0,0,0,0,1,0,0,0,0,1,1,1
"PABPC3",0,0,0,0,1,0,0,0,0,1,1,1
"PAG1",0,0,0,0,1,0,0,0,0,1,1,1
"PAGR1",0,0,0,0,0,1,0,0,0,1,1,1
"PAK3",0,0,0,0,1,0,0,0,0,1,1,1
"PALB2",0,0,0,0,1,0,0,0,0,1,1,1
"PALLD",0,0,0,0,0,0,0,1,0,1,1,1
"PALM2AKAP2",0,0,0,0,1,0,0,0,0,1,1,1
"PAPPA2",0,0,0,0,1,0,0,0,0,1,1,1
"PAPSS1",0,0,0,0,1,0,0,0,0,1,1,1
"PAPSS2",0,0,0,0,1,0,0,0,0,1,1,1
"PARP12",0,0,0,0,1,0,0,0,0,1,1,1
"PBXIP1",0,0,0,0,1,0,0,0,0,1,1,1
"PCDH1",0,0,0,0,0,1,0,0,0,1,1,1
