"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"SMC4",0,0,0,0,1,0,0,0,0,1,1,1
"SMC5",0,0,0,0,1,0,0,0,0,1,1,1
"SMG1",0,0,0,0,1,0,0,0,0,1,1,1
"SMG5",0,0,0,0,1,0,0,0,0,1,1,1
"SMG9",0,0,0,0,1,0,0,0,0,1,1,1
"SMOX",0,0,0,0,1,0,0,0,0,1,1,1
"SMTN",0,0,0,0,1,0,0,0,0,1,1,1
"SNED1",0,0,0,0,1,0,0,0,0,1,1,1
"SNF8",0,0,0,0,1,0,0,0,0,1,1,1
"SNRNP200",0,0,0,0,1,0,0,0,0,1,1,1
"SNX33",0,0,0,0,0,1,0,0,0,1,1,1
"SOBP",0,0,0,0,1,0,0,0,0,1,1,1
"SOGA1",0,0,0,0,1,0,0,0,0,1,1,1
"SORBS2",0,1,0,0,0,0,0,0,0,1,1,1
"SORCS1",0,0,0,0,1,0,0,0,0,1,1,1
"SOS1",0,0,0,0,0,0,0,1,0,1,1,1
"SP100",0,0,0,0,1,0,0,0,0,1,1,1
"SPACA1",0,0,0,0,1,0,0,0,0,1,1,1
"SPAG17",0,0,0,0,1,0,0,0,0,1,1,1
"SPAM1",0,0,0,0,1,0,0,0,0,1,1,1
"SPARCL1",0,0,0,0,1,0,0,0,0,1,1,1
"SPATA16",0,0,0,0,0,1,0,0,0,1,1,1
"SPATA20",0,0,0,0,0,0,0,1,0,1,1,1
"SPATA31A1",0,0,0,0,1,0,0,0,0,1,1,1
"SPATA6L",0,0,0,0,1,0,0,0,0,1,1,1
"SPDYA",0,0,0,0,1,0,0,0,0,1,1,1
"SPDYE1",0,0,0,0,1,0,0,0,0,1,1,1
"SPEF2",0,0,0,0,1,0,0,0,0,1,1,1
"SPESP1",0,0,0,0,1,0,0,0,0,1,1,1
"SPI1",0,0,0,0,1,0,0,0,0,1,1,1
"SPINK9",0,0,0,0,1,0,0,0,0,1,1,1
"SPN",0,0,0,0,1,0,0,0,0,1,1,1
"SPOCD1",0,0,0,0,0,1,0,0,0,1,1,1
"SPON1",0,0,0,0,1,0,0,0,0,1,1,1
"SPP1",0,0,0,0,1,0,0,0,0,1,1,1
"SPPL2C",0,0,0,0,1,0,0,0,0,1,1,1
"SPRED2",0,0,0,0,1,0,0,0,0,1,1,1
"SPRY3",0,0,0,0,1,0,0,0,0,1,1,1
"SPTBN4",0,0,0,0,1,0,0,0,0,1,1,1
"SRA1",0,0,0,0,1,0,0,0,0,1,1,1
"SREK1",0,0,0,0,1,0,0,0,0,1,1,1
"SRF",0,1,0,0,0,0,0,0,0,1,1,1
"SRR",0,0,0,0,1,0,0,0,0,1,1,1
"SSH1",0,1,0,0,0,0,0,0,0,1,1,1
"SSH3",0,0,0,0,1,0,0,0,0,1,1,1
"SSTR4",0,0,0,0,1,0,0,0,0,1,1,1
"ST3GAL3",0,0,0,0,0,1,0,0,0,1,1,1
"ST6GALNAC4",0,0,0,0,1,0,0,0,0,1,1,1
"STAMBPL1",0,0,0,0,1,0,0,0,0,1,1,1
"STAT3",0,0,0,0,1,0,0,0,0,1,1,1
"STAT4",0,0,0,0,1,0,0,0,0,1,1,1
"STAT5A",1,0,0,0,0,0,0,0,0,1,1,1
"STAT6",0,0,0,0,1,0,0,0,0,1,1,1
"STK33",0,0,0,0,1,0,0,0,0,1,1,1
"STRC",0,0,0,0,1,0,0,0,0,1,1,1
"STRN",0,0,1,0,0,0,0,0,0,1,1,1
"STT3B",0,0,0,0,1,0,0,0,0,1,1,1
"STX3",0,0,0,0,1,0,0,0,0,1,1,1
"STX5",1,0,0,0,0,0,0,0,0,1,1,1
"SULT1A1",0,0,0,0,1,0,0,0,0,1,1,1
"SUMF2",0,0,0,0,1,0,0,0,0,1,1,1
"SUPT5H",0,0,0,0,1,0,0,0,0,1,1,1
"SUPT6H",0,0,0,0,1,0,0,0,0,1,1,1
"SURF1",0,0,0,0,1,0,0,0,0,1,1,1
"SV2B",0,0,0,0,1,0,0,0,0,1,1,1
"SYBU",0,0,0,0,1,0,0,0,0,1,1,1
"SYK",0,0,0,0,1,0,0,0,0,1,1,1
"SYN3",0,0,0,0,1,0,0,0,0,1,1,1
"SYNCRIP",0,0,0,0,1,0,0,0,0,1,1,1
"SYNE4",0,0,0,0,1,0,0,0,0,1,1,1
"SYNJ2",0,1,0,0,0,0,0,0,0,1,1,1
"SYT1",0,0,0,0,1,0,0,0,0,1,1,1
"SYT11",0,1,0,0,0,0,0,0,0,1,1,1
"SYT17",0,0,0,0,1,0,0,0,0,1,1,1
"SYT3",0,1,0,0,0,0,0,0,0,1,1,1
"SYVN1",0,0,0,0,1,0,0,0,0,1,1,1
"TAAR6",0,0,0,0,1,0,0,0,0,1,1,1
"TAF1",0,0,0,0,1,0,0,0,0,1,1,1
"TAF11",0,1,0,0,0,0,0,0,0,1,1,1
"TAF2",0,1,0,0,0,0,0,0,0,1,1,1
"TAF6L",0,0,0,0,1,0,0,0,0,1,1,1
"TAF8",0,0,0,0,1,0,0,0,0,1,1,1
"TANC1",0,0,0,0,1,0,0,0,0,1,1,1
"TANC2",1,0,0,0,0,0,0,0,0,1,1,1
"TARBP2",0,0,0,0,1,0,0,0,0,1,1,1
"TAS1R1",0,0,0,0,1,0,0,0,0,1,1,1
"TAS1R2",0,1,0,0,0,0,0,0,0,1,1,1
"TAS2R5",0,0,0,0,1,0,0,0,0,1,1,1
"TAS2R7",0,0,0,0,1,0,0,0,0,1,1,1
"TAS2R8",0,0,0,0,1,0,0,0,0,1,1,1
"TBC1D10B",0,0,0,0,1,0,0,0,0,1,1,1
"TBC1D15",0,0,0,0,1,0,0,0,0,1,1,1
"TBC1D8B",0,0,0,0,1,0,0,0,0,1,1,1
"TBK1",0,0,0,0,1,0,0,0,0,1,1,1
"TBL1X",0,1,0,0,0,0,0,0,0,1,1,1
"TBX15",0,0,0,0,1,0,0,0,0,1,1,1
"TBX18",0,0,0,0,1,0,0,0,0,1,1,1
"TCAF1",0,0,0,0,1,0,0,0,0,1,1,1
"TCEA3",0,0,0,0,1,0,0,0,0,1,1,1
"TCEANC",0,0,0,0,1,0,0,0,0,1,1,1
"TCERG1L",0,0,0,0,1,0,0,0,0,1,1,1
"TCF20",0,1,0,0,0,0,0,0,0,1,1,1
"TCF4",0,1,0,0,0,0,0,0,0,1,1,1
"TCF7",0,0,0,0,1,0,0,0,0,1,1,1
"TCL1A",0,0,0,0,1,0,0,0,0,1,1,1
"TCTN2",0,0,0,0,1,0,0,0,0,1,1,1
"TDRD9",0,0,0,0,1,0,0,0,0,1,1,1
"TECRL",0,0,0,0,1,0,0,0,0,1,1,1
"TECTA",0,0,0,0,1,0,0,0,0,1,1,1
"TEK",0,0,0,0,1,0,0,0,0,1,1,1
"TEKT1",0,0,0,0,1,0,0,0,0,1,1,1
"TEKT4",0,0,0,0,1,0,0,0,0,1,1,1
"TENT2",0,0,0,0,1,0,0,0,0,1,1,1
"TENT5B",0,0,0,0,1,0,0,0,0,1,1,1
"TET1",0,0,0,0,1,0,0,0,0,1,1,1
"TET2",1,0,0,0,0,0,0,0,0,1,1,1
"TET3",0,1,0,0,0,0,0,0,0,1,1,1
"TEX15",0,0,0,0,1,0,0,0,0,1,1,1
"TEX19",0,0,0,0,1,0,0,0,0,1,1,1
"TFAM",0,0,0,0,1,0,0,0,0,1,1,1
"TFEB",0,0,0,0,1,0,0,0,0,1,1,1
"TG",0,0,0,0,1,0,0,0,0,1,1,1
"TGIF1",0,0,0,0,1,0,0,0,0,1,1,1
"TGM2",0,0,0,0,1,0,0,0,0,1,1,1
"TGM5",0,0,0,0,1,0,0,0,0,1,1,1
"TGM6",0,0,0,0,1,0,0,0,0,1,1,1
"TGM7",0,0,0,0,1,0,0,0,0,1,1,1
"THAP12",0,0,0,0,1,0,0,0,0,1,1,1
"THEM5",0,0,0,0,1,0,0,0,0,1,1,1
"THOC1",0,0,0,0,0,1,0,0,0,1,1,1
"THRA",0,0,0,0,1,0,0,0,0,1,1,1
"THRB",0,0,0,0,1,0,0,0,0,1,1,1
"THSD4",0,0,0,0,0,1,0,0,0,1,1,1
"THSD7A",0,0,0,0,1,0,0,0,0,1,1,1
"THSD7B",0,0,0,0,1,0,0,0,0,1,1,1
"TIAF1",0,0,0,0,1,0,0,0,0,1,1,1
"TIGIT",0,0,0,0,1,0,0,0,0,1,1,1
"TIMELESS",0,0,0,0,0,1,0,0,0,1,1,1
"TJP1",0,0,0,0,1,0,0,0,0,1,1,1
"TLE3",0,0,0,0,1,0,0,0,0,1,1,1
"TLE4",0,0,0,0,1,0,0,0,0,1,1,1
"TLE6",0,0,0,0,1,0,0,0,0,1,1,1
"TLL1",0,0,0,0,1,0,0,0,0,1,1,1
"TLN1",0,0,0,0,1,0,0,0,0,1,1,1
"TLR4",1,0,0,0,0,0,0,0,0,1,1,1
"TLR7",0,0,0,0,1,0,0,0,0,1,1,1
"TM7SF3",0,0,0,0,1,0,0,0,0,1,1,1
"TM9SF1",0,0,0,0,0,0,0,1,0,1,1,1
"TM9SF3",0,0,0,0,1,0,0,0,0,1,1,1
"TMED1",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM104",0,0,0,0,0,1,0,0,0,1,1,1
"TMEM14B",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM163",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM171",0,1,0,0,0,0,0,0,0,1,1,1
"TMEM179B",0,0,0,0,0,1,0,0,0,1,1,1
"TMEM200A",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM217",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM231",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM251",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM268",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM47",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM63B",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM67",0,0,0,0,1,0,0,0,0,1,1,1
"TMEM74",0,0,0,0,1,0,0,0,0,1,1,1
"TMLHE",0,0,0,0,1,0,0,0,0,1,1,1
"TMOD2",0,0,0,0,1,0,0,0,0,1,1,1
"TMPRSS4",0,0,0,0,1,0,0,0,0,1,1,1
"TMPRSS7",0,0,0,0,1,0,0,0,0,1,1,1
"TMSB15A",0,0,0,0,1,0,0,0,0,1,1,1
"TMTC4",0,0,0,0,1,0,0,0,0,1,1,1
"TNFRSF13B",0,0,0,0,1,0,0,0,0,1,1,1
"TNFSF8",0,0,0,0,1,0,0,0,0,1,1,1
"TNKS1BP1",0,0,0,0,1,0,0,0,0,1,1,1
"TNN",0,0,0,0,1,0,0,0,0,1,1,1
"TNNT2",0,0,0,0,1,0,0,0,0,1,1,1
"TNR",0,0,0,0,1,0,0,0,0,1,1,1
"TNRC6A",0,0,0,0,1,0,0,0,0,1,1,1
"TNRC6B",0,0,0,0,1,0,0,0,0,1,1,1
"TNS2",0,0,0,0,1,0,0,0,0,1,1,1
"TNS3",0,1,0,0,0,0,0,0,0,1,1,1
"TNS4",0,0,0,0,1,0,0,0,0,1,1,1
"TOGARAM1",0,0,0,0,1,0,0,0,0,1,1,1
"TOM1L2",0,0,0,0,1,0,0,0,0,1,1,1
"TOMM34",0,0,0,0,1,0,0,0,0,1,1,1
"TOP1",0,0,0,0,1,0,0,0,0,1,1,1
"TOR3A",0,0,0,0,1,0,0,0,0,1,1,1
"TP53INP1",0,0,0,0,1,0,0,0,0,1,1,1
"TPH1",0,0,0,0,1,0,0,0,0,1,1,1
"TPO",0,0,0,0,1,0,0,0,0,1,1,1
"TPX2",0,0,0,0,1,0,0,0,0,1,1,1
"TRAF1",0,0,0,0,1,0,0,0,0,1,1,1
"TRAF3IP2",0,0,0,0,1,0,0,0,0,1,1,1
"TRAJ37",0,0,0,0,1,0,0,0,0,1,1,1
"TRAM1L1",0,0,0,0,1,0,0,0,0,1,1,1
"TRAV19",0,0,0,0,1,0,0,0,0,1,1,1
"TRBV2",0,1,0,0,0,0,0,0,0,1,1,1
"TRDV3",0,0,0,0,1,0,0,0,0,1,1,1
"TREM1",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM10",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM24",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM33",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM48",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM5",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM58",0,0,0,0,1,0,0,0,0,1,1,1
"TRIM65",0,0,0,0,1,0,0,0,0,1,1,1
"TRIP10",0,1,0,0,0,0,0,0,0,1,1,1
"TRIP4",0,0,0,0,0,0,0,1,0,1,1,1
"TRMO",0,0,0,0,1,0,0,0,0,1,1,1
"TRMT5",0,0,0,0,1,0,0,0,0,1,1,1
"TRNT1",0,0,0,0,1,0,0,0,0,1,1,1
"TRPC3",0,0,0,0,0,1,0,0,0,1,1,1
"TRPC6",0,0,0,0,1,0,0,0,0,1,1,1
"TRPM1",0,0,0,0,1,0,0,0,0,1,1,1
"TRPM2",0,0,0,0,1,0,0,0,0,1,1,1
"TRPM4",0,0,0,0,1,0,0,0,0,1,1,1
"TRPV6",0,0,0,0,1,0,0,0,0,1,1,1
"TSC22D2",0,0,0,0,1,0,0,0,0,1,1,1
"TSG101",0,0,0,0,1,0,0,0,0,1,1,1
"TSGA10",0,0,0,0,1,0,0,0,0,1,1,1
"TSGA13",0,0,0,0,1,0,0,0,0,1,1,1
"TSHZ1",1,0,0,0,0,0,0,0,0,1,1,1
"TSHZ3",0,0,0,0,1,0,0,0,0,1,1,1
"TSPAN33",0,0,0,0,1,0,0,0,0,1,1,1
"TSPAN5",0,0,0,0,1,0,0,0,0,1,1,1
"TTBK1",0,0,0,0,1,0,0,0,0,1,1,1
"TTBK2",0,0,0,0,1,0,0,0,0,1,1,1
"TTC21A",0,0,0,0,1,0,0,0,0,1,1,1
"TTC26",0,0,0,0,0,1,0,0,0,1,1,1
"TTC4",0,0,0,0,1,0,0,0,0,1,1,1
"TTC6",0,0,0,0,1,0,0,0,0,1,1,1
"TTLL1",0,0,0,0,1,0,0,0,0,1,1,1
"TTLL2",0,0,0,0,1,0,0,0,0,1,1,1
"TTLL3",0,0,0,0,1,0,0,0,0,1,1,1
"TTLL8",0,1,0,0,0,0,0,0,0,1,1,1
"TTLL9",0,0,0,0,1,0,0,0,0,1,1,1
"TTPA",0,0,0,0,1,0,0,0,0,1,1,1
"TUB",0,0,0,0,1,0,0,0,0,1,1,1
"TUBA1A",0,0,0,0,1,0,0,0,0,1,1,1
"TUBA1B",0,0,0,0,1,0,0,0,0,1,1,1
"TUBB4A",0,0,0,0,1,0,0,0,0,1,1,1
"TUBD1",0,0,0,0,0,0,0,1,0,1,1,1
"TULP1",0,0,0,0,1,0,0,0,0,1,1,1
"TWNK",0,0,0,0,1,0,0,0,0,1,1,1
"TXNDC2",0,0,0,0,1,0,0,0,0,1,1,1
"TXNIP",0,0,0,0,1,0,0,0,0,1,1,1
"UBA6",0,0,0,0,0,1,0,0,0,1,1,1
"UBAP2L",0,0,0,0,1,0,0,0,0,1,1,1
"UBE2G2",0,0,0,0,1,0,0,0,0,1,1,1
"UBE2L6",0,0,0,0,1,0,0,0,0,1,1,1
"UBP1",0,0,0,0,1,0,0,0,0,1,1,1
"UBR2",0,0,0,0,0,1,0,0,0,1,1,1
"UBR5",0,1,0,0,0,0,0,0,0,1,1,1
"UBXN7",0,1,0,0,0,0,0,0,0,1,1,1
"UFD1",0,0,0,0,1,0,0,0,0,1,1,1
"UFSP2",0,0,0,0,1,0,0,0,0,1,1,1
"UGGT2",0,0,0,0,1,0,0,0,0,1,1,1
"UGP2",0,0,0,0,1,0,0,0,0,1,1,1
"UGT2B17",0,0,0,0,1,0,0,0,0,1,1,1
"UHRF2",0,0,0,0,1,0,0,0,0,1,1,1
"ULK4",0,0,0,0,1,0,0,0,0,1,1,1
"UNC45B",0,0,0,0,1,0,0,0,0,1,1,1
"UNC5D",0,0,0,0,1,0,0,0,0,1,1,1
"UPF1",0,0,0,0,1,0,0,0,0,1,1,1
"UQCC1",0,0,0,0,1,0,0,0,0,1,1,1
"USB1",0,1,0,0,0,0,0,0,0,1,1,1
"USHBP1",0,0,0,0,1,0,0,0,0,1,1,1
"USP18",0,0,0,0,0,1,0,0,0,1,1,1
"USP19",0,0,0,0,1,0,0,0,0,1,1,1
"USP26",0,0,0,0,1,0,0,0,0,1,1,1
"USP31",0,0,0,0,1,0,0,0,0,1,1,1
"USP32",0,0,0,0,1,0,0,0,0,1,1,1
"USP33",0,0,0,0,1,0,0,0,0,1,1,1
"USP34",0,0,0,0,0,1,0,0,0,1,1,1
"USP35",0,0,0,0,1,0,0,0,0,1,1,1
"USP43",0,0,0,0,1,0,0,0,0,1,1,1
"USP48",0,0,0,0,0,1,0,0,0,1,1,1
"USP8",0,0,0,0,1,0,0,0,0,1,1,1
"UTP25",0,0,0,0,1,0,0,0,0,1,1,1
"VASH1",0,0,0,0,1,0,0,0,0,1,1,1
"VASH2",0,0,0,0,1,0,0,0,0,1,1,1
"VCL",0,0,0,0,1,0,0,0,0,1,1,1
"VDAC1",0,0,0,0,1,0,0,0,0,1,1,1
"VIL1",0,0,0,0,1,0,0,0,0,1,1,1
"VIRMA",0,0,0,0,1,0,0,0,0,1,1,1
"VLDLR",0,0,0,0,1,0,0,0,0,1,1,1
"VN1R4",1,0,0,0,0,0,0,0,0,1,1,1
"VNN3",0,0,0,0,1,0,0,0,0,1,1,1
"VPS13C",0,0,0,0,1,0,0,0,0,1,1,1
"VPS41",0,0,0,0,1,0,0,0,0,1,1,1
"VPS4A",0,0,0,0,1,0,0,0,0,1,1,1
"VPS52",0,1,0,0,0,0,0,0,0,1,1,1
"VPS72",0,0,0,0,1,0,0,0,0,1,1,1
"VPS8",0,0,0,0,1,0,0,0,0,1,1,1
"VTN",0,0,0,0,1,0,0,0,0,1,1,1
"VWA8",0,0,0,0,1,0,0,0,0,1,1,1
"WARS1",0,0,0,0,0,1,0,0,0,1,1,1
"WASHC2A",0,0,0,0,1,0,0,0,0,1,1,1
"WDR35",0,0,0,0,1,0,0,0,0,1,1,1
"WDR5",0,0,0,0,1,0,0,0,0,1,1,1
"WDR6",0,0,0,0,1,0,0,0,0,1,1,1
"WDR7",0,0,0,0,1,0,0,0,0,1,1,1
"WDR73",1,0,0,0,0,0,0,0,0,1,1,1
"WDR77",0,0,0,0,1,0,0,0,0,1,1,1
"WDR88",0,0,0,0,1,0,0,0,0,1,1,1
"WDSUB1",0,0,0,0,1,0,0,0,0,1,1,1
"WDTC1",0,0,0,0,1,0,0,0,0,1,1,1
"WEE2",0,0,0,0,1,0,0,0,0,1,1,1
"WHRN",0,0,0,0,1,0,0,0,0,1,1,1
"WNK2",0,0,0,0,1,0,0,0,0,1,1,1
"WNK3",0,0,0,0,1,0,0,0,0,1,1,1
"WNT10A",0,1,0,0,0,0,0,0,0,1,1,1
"WRN",0,0,0,0,1,0,0,0,0,1,1,1
"XIRP1",0,0,0,0,1,0,0,0,0,1,1,1
"XIRP2",0,0,0,0,1,0,0,0,0,1,1,1
"XKR4",0,0,0,0,1,0,0,0,0,1,1,1
"XKRX",0,0,0,0,1,0,0,0,0,1,1,1
"XYLT1",0,0,0,0,1,0,0,0,0,1,1,1
"YEATS2",0,0,0,0,1,0,0,0,0,1,1,1
"YIF1B",0,0,0,0,1,0,0,0,0,1,1,1
"YLPM1",0,0,0,0,1,0,0,0,0,1,1,1
"YWHAE",0,0,0,0,1,0,0,0,0,1,1,1
"ZAN",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB16",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB22",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB3",0,0,0,0,0,1,0,0,0,1,1,1
"ZBTB33",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB44",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB7B",0,0,0,0,1,0,0,0,0,1,1,1
"ZBTB7C",0,0,0,0,1,0,0,0,0,1,1,1
"ZC3H12A",0,0,0,0,1,0,0,0,0,1,1,1
"ZC3H12B",1,0,0,0,0,0,0,0,0,1,1,1
"ZC3H15",0,0,0,0,1,0,0,0,0,1,1,1
"ZC3H18",0,0,0,0,1,0,0,0,0,1,1,1
"ZDHHC11",0,0,0,0,1,0,0,0,0,1,1,1
"ZDHHC23",0,0,0,0,1,0,0,0,0,1,1,1
"ZDHHC3",0,1,0,0,0,0,0,0,0,1,1,1
"ZDHHC9",0,0,0,0,1,0,0,0,0,1,1,1
"ZEB2",0,0,0,0,1,0,0,0,0,1,1,1
"ZFAND1",0,0,0,0,1,0,0,0,0,1,1,1
"ZFHX3",0,0,0,0,1,0,0,0,0,1,1,1
"ZFP2",0,0,0,0,1,0,0,0,0,1,1,1
"ZFP36L1",0,0,0,0,1,0,0,0,0,1,1,1
"ZFP42",0,0,0,0,1,0,0,0,0,1,1,1
"ZFP69B",0,0,0,0,1,0,0,0,0,1,1,1
"ZFY",0,0,0,0,1,0,0,0,0,1,1,1
"ZIC4",0,0,0,0,1,0,0,0,0,1,1,1
"ZMPSTE24",0,0,0,0,1,0,0,0,0,1,1,1
"ZMYND8",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF112",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF12",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF132",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF133",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF142",0,0,0,0,0,1,0,0,0,1,1,1
"ZNF155",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF160",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF236",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF24",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF250",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF318",0,1,0,0,0,0,0,0,0,1,1,1
"ZNF319",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF33B",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF341",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF347",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF354A",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF395",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF398",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF404",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF407",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF41",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF473",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF490",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF507",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF530",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF556",0,0,0,0,0,1,0,0,0,1,1,1
"ZNF562",0,1,0,0,0,0,0,0,0,1,1,1
"ZNF574",0,1,0,0,0,0,0,0,0,1,1,1
"ZNF578",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF606",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF622",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF624",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF653",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF662",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF670",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF681",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF683",1,0,0,0,0,0,0,0,0,1,1,1
"ZNF687",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF695",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF711",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF74",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF765",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF766",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF77",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF780A",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF783",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF8",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF804B",0,0,0,0,0,1,0,0,0,1,1,1
"ZNF808",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF827",1,0,0,0,0,0,0,0,0,1,1,1
"ZNF84",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF846",0,0,0,0,1,0,0,0,0,1,1,1
"ZNF875",0,0,0,0,1,0,0,0,0,1,1,1
"ZNFX1",0,0,0,0,1,0,0,0,0,1,1,1
"ZNRF4",0,0,0,0,1,0,0,0,0,1,1,1
"ZP3",0,0,0,0,1,0,0,0,0,1,1,1
"ZPBP",0,0,0,0,1,0,0,0,0,1,1,1
"ZSCAN21",0,0,0,0,1,0,0,0,0,1,1,1
"ZSWIM5",0,0,0,0,1,0,0,0,0,1,1,1
